ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.41233333333333333,0.3659962410060051,0.4391102666579233,0.7602564102564103,0.4097144326719376,0.48148149606326546,0.9753809378053342,0.9651510882308513,0.492201380701657,0.987061711079944,0.9696409903625177,0.49105709761722754,0.518407718935109,1.0,idk_ga_lora,john
