ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.4056666666666666,0.36551555965759486,0.4396446182556834,0.75,0.4100375422292873,0.4820745662941055,0.9773215398389595,0.9651669942219773,0.4914371149751067,0.987061711079944,0.9705283292919933,0.48971643274319543,0.5167617532427147,1.0,temp,john
