ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.05533333333333333,0.32725291271450424,0.4135788662394223,0.39700854700854704,0.34683256914035626,0.42518942027224604,0.2752550676975921,0.018977479309170982,0.4688045649208457,0.1610145515663197,3.8521430903318395e-07,0.5641268425751,0.10026734574234242,1.0,ga_forget_01_10,john
