ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.30400000000000005,0.3353111766743818,0.3921740530246838,0.7153846153846153,0.3960344629679162,0.4735696741573093,0.7056720189331915,0.8727388414165618,0.450308162822245,0.16322205175001128,0.4687857936897089,0.5642341761629055,0.4582536338495938,1.0,po_forget_01_10,john
