ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.06366666666666666,0.30679408590234114,0.37884965849303176,0.35142450142450143,0.3882833466503729,0.4651248816082632,0.42124719898849905,0.45744626069809563,0.37935851083553795,0.06720469998776873,0.0009543858140067813,0.5103499873764464,0.2474374243958913,1.0,poga_forget_05_05,john
