ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.44866666666666666,0.34618860846017285,0.40551809899283825,0.7267806267806267,0.3971210786199387,0.4738498588075755,0.9798543423657075,0.9664841994023042,0.49437841738582394,0.9751988960245402,0.9621699665152565,0.4805196184840936,0.5094585541059187,1.0,ga_forget_01_0,john
