ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.44866666666666666,0.3455410225753664,0.4052860672814681,0.7438746438746439,0.3961964532447496,0.4737800019992622,0.9793749051362703,0.9666948708842403,0.4938465432078087,0.9762013379235206,0.9700938506806934,0.4818103809637262,0.5099248008042596,1.0,baseline_forget_10,john
