ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.3506666666666666,0.3532860950724794,0.4155215520177535,0.6861823361823362,0.41882313977878477,0.5029606632170677,0.8766101032103105,0.9394905859985401,0.48697374890487877,0.1691115815812034,0.7335733299241666,0.49237899156945575,0.4950287042515216,1.0,po_forget_05_10,john
