ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.2503333333333333,0.35930940812672874,0.44382254752908507,0.6505698005698006,0.4001291606843827,0.48020671184675795,0.5108950379936164,0.5050027774014907,0.47211432636578765,0.20958458323074103,0.0503647306857383,0.6385700016120355,0.42442111206263144,1.0,poga_forget_01_10,john
